阶段,分组,小组排名,球队,球员姓名,位置,号码,国籍,出生日期,年龄,身高(cm),体重(kg),球员来源ID,照片URL
世界杯小组赛,Group F,4,Tunisia,Aymen DAHMEN,GK,16,TUN,1997/1/28,29,188,80,433365,https://digitalhub.fifa.com/transform/90030173-815d-4411-8eac-20fb42834f9d/DAHMEN-Aymen_433365
世界杯小组赛,Group F,4,Tunisia,Sabri BEN HESSEN,GK,22,TUN,1996/6/13,30,189,80,372294,https://digitalhub.fifa.com/transform/69fa6a49-0e30-42d4-afe1-83d6e38c1eed/BEN-HESSEN-Sabri_372294
世界杯小组赛,Group F,4,Tunisia,Ali ABDI,DF,2,TUN,1993/12/20,32,177,78,433362,https://digitalhub.fifa.com/transform/8ff3509c-8a73-40ea-ac0e-1beed4560b23/ABDI-Ali_433362
世界杯小组赛,Group F,4,Tunisia,Montassar TALBI,DF,3,TUN,1998/5/26,28,190,80,433380,https://digitalhub.fifa.com/transform/253ef705-760c-457f-afde-067d2fb39010/TALBI-Montassar_433380
世界杯小组赛,Group F,4,Tunisia,Omar Rekik,DF,4,TUN,2001/12/20,24,188,77,433367,https://digitalhub.fifa.com/transform/2f586126-6a63-4e5b-9f85-6e15800449d9/REKIK-Omar_433367
世界杯小组赛,Group F,4,Tunisia,Adam AROUS,DF,5,TUN,2004/7/17,21,188,80,516043,https://digitalhub.fifa.com/transform/7cbb37f5-5dcd-4fa9-919e-f3fe4f843868/AROUS-Adam_516043
世界杯小组赛,Group F,4,Tunisia,Dylan BRONN,DF,6,TUN,1995/6/19,31,186,75,411653,https://digitalhub.fifa.com/transform/9a7aa138-5845-4890-aa20-43f4021160ed/BRONN-Dylan_411653
世界杯小组赛,Group F,4,Tunisia,Mortadha BEN OUANES,DF,12,TUN,1994/7/2,31,188,74,441362,https://digitalhub.fifa.com/transform/b9afdecd-b04d-4224-be9b-50643fc77299/BEN-OUANES-Mortadha_441362
世界杯小组赛,Group F,4,Tunisia,Yan Valery,DF,20,TUN,1999/2/22,27,181,73,419189,https://digitalhub.fifa.com/transform/6ffa54d7-e23d-400d-a90a-960903c63f8b/VALERY-Yan_419189
世界杯小组赛,Group F,4,Tunisia,Mohamed Amine BEN HMIDA,DF,21,TUN,1995/12/15,30,181,70,425607,https://digitalhub.fifa.com/transform/cb5fcd59-cbd1-4e4f-b5e7-f9adc81441e5/BEN-HMIDA-Mohamed-Amine_425607
世界杯小组赛,Group F,4,Tunisia,Moutaz NEFFATI,DF,23,TUN,2004/9/4,21,182,75,506335,https://digitalhub.fifa.com/transform/0f6a863a-959a-40ec-a07f-0c77d7c5a322/NEFFATI-Moutaz_506335
世界杯小组赛,Group F,4,Tunisia,Raed CHIKHAOUI,DF,24,TUN,2004/6/9,22,191,85,520246,https://digitalhub.fifa.com/transform/8ecb6694-a3aa-4efe-b13d-64a020109ec2/CHIKHAOUI-Raed_520246
世界杯小组赛,Group F,4,Tunisia,Hannibal MEJBRI,MF,10,TUN,2003/1/21,23,177,73,433378,https://digitalhub.fifa.com/transform/856f0cc0-6dcc-48bc-a8db-f4fe26d8ae06/MEJBRI-Hannibal_433378
世界杯小组赛,Group F,4,Tunisia,Ismael GHARBI,MF,11,TUN,2004/4/10,22,180,77,464484,https://digitalhub.fifa.com/transform/cd471dba-dc7d-4688-9021-e704b66cec76/GHARBI-Ismael_464484
世界杯小组赛,Group F,4,Tunisia,Rani Khedira,MF,13,TUN,1994/1/27,32,188,84,336459,https://digitalhub.fifa.com/transform/21f404b3-b430-489b-819c-c0460a2c3590/KHEDIRA-Rani_336459
世界杯小组赛,Group F,4,Tunisia,Khalil AYARI,MF,14,TUN,2005/2/2,21,174,70,512039,https://digitalhub.fifa.com/transform/9b51ba77-1740-47cc-93f1-1529287d27ea/AYARI-Khalil_512039
世界杯小组赛,Group F,4,Tunisia,Mohamed HADJ MAHMOUD,MF,15,TUN,2000/4/24,26,179,78,479781,https://digitalhub.fifa.com/transform/bcdeb1a5-6411-40c5-bac8-576703796438/HADJ-MAHMOUD-Mohamed_479781
世界杯小组赛,Group F,4,Tunisia,Ellyes SKHIRI,MF,17,TUN,1995/5/10,31,185,74,411658,https://digitalhub.fifa.com/transform/e2ba8e19-b4ab-435f-b12c-e56d655c31e6/SKHIRI-Ellyes_411658
世界杯小组赛,Group F,4,Tunisia,Anis SLIMANE,MF,25,TUN,2001/3/16,25,188,86,433361,https://digitalhub.fifa.com/transform/5a0e929e-a66f-4563-849e-c7bb62591b5d/SLIMANE-Anis_433361
世界杯小组赛,Group F,4,Tunisia,Sebastian TOUNEKTI,MF,26,TUN,2002/7/13,23,182,80,504502,https://digitalhub.fifa.com/transform/29d9d0d2-28ec-4c0c-9861-a9d8062d5f9d/TOUNEKTI-Sebastian_504502
世界杯小组赛,Group F,4,Tunisia,Elias ACHOURI,FW,7,TUN,1999/2/10,27,187,74,448662,https://digitalhub.fifa.com/transform/5ffd95df-83a5-4768-9331-0842c3f433b6/ACHOURI-Elias_448662
世界杯小组赛,Group F,4,Tunisia,Elias SAAD,FW,8,TUN,1999/12/27,26,185,80,482885,https://digitalhub.fifa.com/transform/2037123b-a7b7-4922-adcd-37607cd92c43/SAAD-Elias_482885
世界杯小组赛,Group F,4,Tunisia,Hazem MASTOURI,FW,9,TUN,1997/6/18,29,191,80,494374,https://digitalhub.fifa.com/transform/2565fb18-c785-4773-8d83-81c6fd25da1d/MASTOURI-Hazem_494374
世界杯小组赛,Group F,4,Tunisia,Rayan ELLOUMI,FW,18,TUN,2007/9/17,18,180,80,520247,https://digitalhub.fifa.com/transform/15445a99-9bc9-41c4-8d6f-c46ac25b3d5d/ELLOUMI-Rayan_520247
世界杯小组赛,Group F,4,Tunisia,Firas CHAOUAT,FW,19,TUN,1996/5/8,30,185,70,494375,https://digitalhub.fifa.com/transform/cf52c447-03a8-450b-a4b8-e238b1e3c071/CHAOUAT-Firas_494375
世界杯小组赛,Group D,4,Türkiye,Mert GUNOK,GK,1,TUR,1989/3/1,37,196,89,360498,https://digitalhub.fifa.com/transform/1ce10157-fad1-435e-b21d-b4f25a483bc1/GUNOK-Mert_360498
世界杯小组赛,Group D,4,Türkiye,Altay BAYINDIR,GK,12,TUR,1998/4/14,28,198,90,441180,https://digitalhub.fifa.com/transform/f8c86015-cce5-4965-9d7c-183ef908079a/BAYINDIR-Altay_441180
世界杯小组赛,Group D,4,Türkiye,Ugurcan CAKIR,GK,23,TUR,1996/4/5,30,191,85,441181,https://digitalhub.fifa.com/transform/6cedaf47-2a99-4e31-bb0d-46ce78df26a6/CAKIR-Ugurcan_441181
世界杯小组赛,Group D,4,Türkiye,Zeki CELIK,DF,2,TUR,1997/2/17,29,180,80,433072,https://digitalhub.fifa.com/transform/903b63c2-ab06-47b8-911c-bf4f026601fd/CELIK-Zeki_433072
世界杯小组赛,Group D,4,Türkiye,Merih DEMIRAL,DF,3,TUR,1998/3/5,28,190,89,441179,https://digitalhub.fifa.com/transform/905e3e12-72e9-440d-96f5-0b3a48aebe92/DEMIRAL-Merih_441179
世界杯小组赛,Group D,4,Türkiye,Caglar SOYUNCU,DF,4,TUR,1996/5/23,30,185,88,401167,https://digitalhub.fifa.com/transform/1b2e4fe1-8aec-4473-845b-d0ccb4e20a3a/SOYUNCU-Caglar_401167
世界杯小组赛,Group D,4,Türkiye,Eren ELMALI,DF,13,TUR,2000/7/7,25,181,77,484065,https://digitalhub.fifa.com/transform/9e9cf618-403b-4984-801d-3e82f0e11d3e/ELMALI-Eren_484065
世界杯小组赛,Group D,4,Türkiye,Abdulkerim BARDAKCI,DF,14,TUR,1994/9/7,31,185,91,484082,https://digitalhub.fifa.com/transform/de2b1023-3aee-4233-b83d-07f94fd288d4/BARDAKCI-Abdulkerim_484082
世界杯小组赛,Group D,4,Türkiye,Ozan KABAK,DF,15,TUR,2000/3/25,26,187,87,406249,https://digitalhub.fifa.com/transform/c42910db-c5e6-4706-bc99-1e08456bd3ef/KABAK-Ozan_406249
世界杯小组赛,Group D,4,Türkiye,Mert MULDUR,DF,18,TUR,1999/4/3,27,184,74,430120,https://digitalhub.fifa.com/transform/61f43913-2824-4711-9838-0d620f393353/MULDUR-Mert_430120
世界杯小组赛,Group D,4,Türkiye,Ferdi KADIOGLU,DF,20,TUR,1999/10/7,26,174,74,484113,https://digitalhub.fifa.com/transform/c69621e7-9ba5-438d-89dc-7871b6e0f611/KADIOGLU-Ferdi_484113
世界杯小组赛,Group D,4,Türkiye,Samet AKAYDIN,DF,25,TUR,1994/3/13,32,190,85,484072,https://digitalhub.fifa.com/transform/72f4dcdb-4463-412b-8ea1-9cb25d4fe44d/AKAYDIN-Samet_484072
世界杯小组赛,Group D,4,Türkiye,Salih OZCAN,MF,5,TUR,1998/1/11,28,182,81,389907,https://digitalhub.fifa.com/transform/1e968b8d-1b4c-4bce-86b7-8a4ad87eef3a/OZCAN-Salih_389907
世界杯小组赛,Group D,4,Türkiye,Orkun KOKCU,MF,6,TUR,2000/12/29,25,175,82,433118,https://digitalhub.fifa.com/transform/90a510ff-865f-4293-a59b-8a92e12a89b0/KOKCU-Orkun_433118
世界杯小组赛,Group D,4,Türkiye,Hakan CALHANOGLU,MF,10,TUR,1994/2/8,32,178,75,369304,https://digitalhub.fifa.com/transform/f192cf34-173f-47b3-9748-981bd3f21275/CALHANOGLU-Hakan_369304
世界杯小组赛,Group D,4,Türkiye,Ismail YUKSEK,MF,16,TUR,1999/1/26,27,183,75,484092,https://digitalhub.fifa.com/transform/1f8b0453-0b84-4eea-9c24-9cd992611aed/YUKSEK-Ismail_484092
世界杯小组赛,Group D,4,Türkiye,Kaan Ayhan,MF,22,TUR,1994/11/10,31,185,88,336170,https://digitalhub.fifa.com/transform/e9747d8e-47e9-45f3-b3b7-d3caf1ba1ecf/AYHAN-Kaan_336170
世界杯小组赛,Group D,4,Türkiye,Kerem AKTURKOGLU,FW,7,TUR,1998/10/21,27,172,73,441188,https://digitalhub.fifa.com/transform/9cccf7c0-ebfc-4b65-8587-74742f5a9992/AKTURKOGLU-Kerem_441188
世界杯小组赛,Group D,4,Türkiye,Arda GULER,FW,8,TUR,2005/2/25,21,175,74,484087,https://digitalhub.fifa.com/transform/e2f26175-13ac-4850-acd7-6408de06ce19/GULER-Arda_484087
世界杯小组赛,Group D,4,Türkiye,Deniz GUL,FW,9,TUR,2004/7/2,21,192,92,495347,https://digitalhub.fifa.com/transform/92368352-f3ab-459f-bb72-4a7e432dd39a/GUL-Deniz_495347
世界杯小组赛,Group D,4,Türkiye,Kenan YILDIZ,FW,11,TUR,2005/5/4,21,187,84,484112,https://digitalhub.fifa.com/transform/7dff809e-a965-4b36-a7b5-8da772fc96a5/YILDIZ-Kenan_484112
世界杯小组赛,Group D,4,Türkiye,Irfan Can KAHVECI,FW,17,TUR,1995/7/15,30,180,78,472877,https://digitalhub.fifa.com/transform/4661ea5f-9a56-4047-bbcf-6748250e0ebe/KAHVECI-Irfan-Can_472877
世界杯小组赛,Group D,4,Türkiye,Yunus AKGUN,FW,19,TUR,2000/7/7,25,173,72,406231,https://digitalhub.fifa.com/transform/32587fe7-0e67-4aa1-8b07-3a1618183e80/AKGUN-Yunus_406231
世界杯小组赛,Group D,4,Türkiye,Baris Alper YILMAZ,FW,21,TUR,2000/5/23,26,186,86,484139,https://digitalhub.fifa.com/transform/49e46d17-bf69-41b1-a8df-5aeabf137c7d/YILMAZ-Baris-Alper_484139
世界杯小组赛,Group D,4,Türkiye,Oguz AYDIN,FW,24,TUR,2000/10/27,25,183,77,486076,https://digitalhub.fifa.com/transform/b29233e3-0131-45eb-96e4-ad77044a1959/AYDIN-Oguz_486076
世界杯小组赛,Group D,4,Türkiye,Can UZUN,FW,26,TUR,2005/11/11,20,186,85,486074,https://digitalhub.fifa.com/transform/18128593-2c01-460e-9db1-9212fa7dc369/UZUN-Can_486074
世界杯小组赛,Group D,1,USA,Matt TURNER,GK,1,USA,1994/6/24,32,190,79,448217,https://digitalhub.fifa.com/transform/01fb042f-5de5-41df-8104-7445672fdca5/TURNER-Matt_448217
世界杯小组赛,Group D,1,USA,Matt FREESE,GK,24,USA,1998/9/2,27,198,85,499913,https://digitalhub.fifa.com/transform/c46f695b-3acc-4360-abf4-3110ff60d86e/FREESE-Matt_499913
世界杯小组赛,Group D,1,USA,Chris BRADY,GK,25,USA,2004/3/3,22,193,83,464546,https://digitalhub.fifa.com/transform/843ccc00-8c38-4a4e-91ba-a25694677cf0/BRADY-Chris_464546
世界杯小组赛,Group D,1,USA,Sergino DEST,DF,2,USA,2000/11/3,25,173,62,406280,https://digitalhub.fifa.com/transform/5ee00bd8-552e-4e02-b680-b16534e53493/DEST-Sergino_406280
世界杯小组赛,Group D,1,USA,Chris RICHARDS,DF,3,USA,2000/3/28,26,189,93,419062,https://digitalhub.fifa.com/transform/54036d3d-1588-4634-944b-a7c2d97d0b76/RICHARDS-Chris_419062
世界杯小组赛,Group D,1,USA,Antonee ROBINSON,DF,5,USA,1997/8/8,28,183,70,441251,https://digitalhub.fifa.com/transform/62363054-d9e0-4926-9404-90b975d56647/ROBINSON-Antonee_441251
世界杯小组赛,Group D,1,USA,Auston TRUSTY,DF,6,USA,1998/8/12,27,190,78,390272,https://digitalhub.fifa.com/transform/e14ee5aa-4770-492a-9e51-95343310e5d9/TRUSTY-Auston_390272
世界杯小组赛,Group D,1,USA,Miles ROBINSON,DF,12,USA,1997/3/14,29,187,88,436599,https://digitalhub.fifa.com/transform/30b49573-5890-4dc2-8e78-a8ab7d00d43e/ROBINSON-Miles_436599
世界杯小组赛,Group D,1,USA,Tim REAM,DF,13,USA,1987/10/5,38,186,79,339510,https://digitalhub.fifa.com/transform/964be907-1e8e-49ec-bd7f-7085cf7d79d3/REAM-Tim_339510
世界杯小组赛,Group D,1,USA,Alex FREEMAN,DF,16,USA,2004/8/9,21,188,81,464542,https://digitalhub.fifa.com/transform/554008b5-0520-4b67-8cab-c72ba087471f/FREEMAN-Alex_464542
世界杯小组赛,Group D,1,USA,Max ARFSTEN,DF,18,USA,2001/4/19,25,185,77,486390,https://digitalhub.fifa.com/transform/3670d375-3a2f-41c8-8c5a-9c9bbd8f93f4/ARFSTEN-Max_486390
世界杯小组赛,Group D,1,USA,Mark McKENZIE,DF,22,USA,1999/2/25,27,186,84,419077,https://digitalhub.fifa.com/transform/492ad87d-f9a1-449e-9361-64323405107b/McKENZIE-Mark_419077
世界杯小组赛,Group D,1,USA,Joe SCALLY,DF,23,USA,2002/12/31,23,184,80,423700,https://digitalhub.fifa.com/transform/86a32b0d-9007-4451-bbc6-a383a284f32f/SCALLY-Joe_423700
世界杯小组赛,Group D,1,USA,Tyler ADAMS,MF,4,USA,1999/2/14,27,175,72,390238,https://digitalhub.fifa.com/transform/7fdbded2-aa27-44b1-9bf1-ff1d17c58f86/ADAMS-Tyler_390238
世界杯小组赛,Group D,1,USA,Giovanni REYNA,MF,7,USA,2002/11/13,23,187,79,419068,https://digitalhub.fifa.com/transform/b30d701d-d9eb-4b2d-8db4-6841fc9ed1a9/REYNA-Giovanni_419068
世界杯小组赛,Group D,1,USA,Weston McKENNIE,MF,8,USA,1998/8/28,27,180,88,390259,https://digitalhub.fifa.com/transform/4406f0ad-8f60-4a98-89c0-89797bfe804d/McKENNIE-Weston_390259
世界杯小组赛,Group D,1,USA,Sebastian BERHALTER,MF,14,USA,2001/5/10,25,175,69,499912,https://digitalhub.fifa.com/transform/ef9aedbe-e6e8-4eba-9e62-beac982879ef/BERHALTER-Sebastian_499912
世界杯小组赛,Group D,1,USA,Cristian ROLDAN,MF,15,USA,1995/6/3,31,173,75,385994,https://digitalhub.fifa.com/transform/8b0d52a9-62d1-4e23-9a23-e786cfde39dd/ROLDAN-Cristian_385994
世界杯小组赛,Group D,1,USA,Malik TILLMAN,MF,17,USA,2002/5/28,24,187,71,448214,https://digitalhub.fifa.com/transform/c8c38ca3-7100-4bca-88e7-4ea66fd86ff7/TILLMAN-Malik_448214
世界杯小组赛,Group D,1,USA,Ricardo PEPI,FW,9,USA,2003/1/9,23,185,73,419082,https://digitalhub.fifa.com/transform/2a7c4d85-fa83-40ec-a953-d4cebbd63480/PEPI-Ricardo_419082
世界杯小组赛,Group D,1,USA,Christian PULISIC,FW,10,USA,1998/9/18,27,177,73,390267,https://digitalhub.fifa.com/transform/34d1c247-2a09-4fd6-87bc-71ec687a54aa/PULISIC-Christian_390267
世界杯小组赛,Group D,1,USA,Brenden AARONSON,FW,11,USA,2000/10/22,25,177,66,419055,https://digitalhub.fifa.com/transform/8352f743-68bc-4077-ad83-5cd22f1a62dd/AARONSON-Brenden_419055
世界杯小组赛,Group D,1,USA,Haji WRIGHT,FW,19,USA,1998/3/27,28,191,80,390276,https://digitalhub.fifa.com/transform/31951bf6-a6b5-4646-b489-a2ca3fd4e550/WRIGHT-Haji_390276
世界杯小组赛,Group D,1,USA,Folarin BALOGUN,FW,20,USA,2001/7/3,24,179,66,466624,https://digitalhub.fifa.com/transform/bd47db79-966e-4eba-a8da-f6ba01148f27/BALOGUN-Folarin_466624
世界杯小组赛,Group D,1,USA,Timothy WEAH,FW,21,USA,2000/2/22,26,183,66,406304,https://digitalhub.fifa.com/transform/c0dcfa0a-b862-4cd2-9c33-034bd18dc231/WEAH-Timothy_406304
世界杯小组赛,Group D,1,USA,Alex ZENDEJAS,FW,26,USA,1998/2/7,28,167,66,390278,https://digitalhub.fifa.com/transform/c23fe669-c31a-45e3-b5b2-bbe9ecb8b4de/ZENDEJAS-Alex_390278
世界杯小组赛,Group H,3,Uruguay,Sergio ROCHET,GK,1,URU,1993/3/23,33,189,83,368664,https://digitalhub.fifa.com/transform/b5a98e25-83d4-441e-9c25-0eb4581277dc/ROCHET-Sergio_368664
世界杯小组赛,Group H,3,Uruguay,Santiago MELE,GK,12,URU,1997/9/6,28,185,80,402897,https://digitalhub.fifa.com/transform/39573fa9-f716-4703-b772-cf1892d1b748/MELE-Santiago_402897
世界杯小组赛,Group H,3,Uruguay,Fernando MUSLERA,GK,23,URU,1986/6/16,40,190,74,229498,https://digitalhub.fifa.com/transform/bec34ba5-7129-44fe-b108-bc57a1fd3257/MUSLERA-Fernando_229498
世界杯小组赛,Group H,3,Uruguay,Jose Maria GIMENEZ,DF,2,URU,1995/1/20,31,186,79,368655,https://digitalhub.fifa.com/transform/977da143-5380-497d-85f7-d6e5ca34b27c/GIMENEZ-Jose-Maria_368655
世界杯小组赛,Group H,3,Uruguay,Sebastian CACERES,DF,3,URU,1999/8/18,26,180,88,419108,https://digitalhub.fifa.com/transform/f959cef5-7f3b-4baa-af52-c8972780fbce/CACERES-Sebastian_419108
世界杯小组赛,Group H,3,Uruguay,Ronald ARAUJO,DF,4,URU,1999/3/7,27,185,81,419101,https://digitalhub.fifa.com/transform/41008beb-38a3-46e0-9229-229d0afc8db7/ARAUJO-Ronald_419101
世界杯小组赛,Group H,3,Uruguay,Guillermo VARELA,DF,13,URU,1993/3/24,33,174,76,368660,https://digitalhub.fifa.com/transform/5e8ec886-a385-4ca6-9e90-d16b13c37534/VARELA-Guillermo_368660
世界杯小组赛,Group H,3,Uruguay,Mathias OLIVERA,DF,16,URU,1997/10/31,28,174,75,402893,https://digitalhub.fifa.com/transform/704d2d9d-1b5f-4296-87f4-b7b591a58116/OLIVERA-Mathias_402893
世界杯小组赛,Group H,3,Uruguay,Matias VINA,DF,17,URU,1997/11/9,28,180,74,402895,https://digitalhub.fifa.com/transform/b8714c68-0892-4c4f-8a51-deabf1e13879/VINA-Matias_402895
世界杯小组赛,Group H,3,Uruguay,Santiago BUENO,DF,24,URU,1998/11/9,27,191,73,402904,https://digitalhub.fifa.com/transform/cb547d8e-b176-46d1-8ae0-d53d106d168c/BUENO-Santiago_402904
世界杯小组赛,Group H,3,Uruguay,Manuel UGARTE,MF,5,URU,2001/4/11,25,182,75,441623,https://digitalhub.fifa.com/transform/4ff94bd7-9c21-4338-be92-bad080e8d541/UGARTE-Manuel_441623
世界杯小组赛,Group H,3,Uruguay,Rodrigo BENTANCUR,MF,6,URU,1997/6/25,29,187,73,386538,https://digitalhub.fifa.com/transform/148bf081-d6bb-4b52-8db0-9231126fa762/BENTANCUR-Rodrigo_386538
世界杯小组赛,Group H,3,Uruguay,Nicolas DE LA CRUZ,MF,7,URU,1997/6/1,29,167,66,402898,https://digitalhub.fifa.com/transform/7694c9e6-d4f9-4f60-8173-5a3a79bcaaa2/DE-LA-CRUZ-Nicolas_402898
世界杯小组赛,Group H,3,Uruguay,Federico VALVERDE,MF,8,URU,1998/7/22,27,182,78,402884,https://digitalhub.fifa.com/transform/bc29f114-2d51-4605-ae7a-eadf774e9d38/VALVERDE-Federico_402884
世界杯小组赛,Group H,3,Uruguay,Giorgian DE ARRASCAETA,MF,10,URU,1994/6/1,32,177,71,368652,https://digitalhub.fifa.com/transform/ddf1b0a3-7ee9-4da9-b89e-773dc228fa58/DE-ARRASCAETA-Giorgian_368652
世界杯小组赛,Group H,3,Uruguay,Agustin CANOBBIO,MF,14,URU,1998/10/1,27,176,81,402876,https://digitalhub.fifa.com/transform/5985fa52-e467-4c1c-95f2-355bd1cb3925/CANOBBIO-Agustin_402876
世界杯小组赛,Group H,3,Uruguay,Emiliano MARTINEZ,MF,15,URU,1999/8/17,26,184,65,473062,https://digitalhub.fifa.com/transform/0cf69c75-fc91-401b-a1f3-f8f833c87eed/MARTINEZ-Emiliano_473062
世界杯小组赛,Group H,3,Uruguay,Maxi ARAUJO,MF,20,URU,2000/2/15,26,176,71,419100,https://digitalhub.fifa.com/transform/f1a7af03-ada1-4642-927c-5fe06844c89c/ARAUJO-Maxi_419100
世界杯小组赛,Group H,3,Uruguay,Joaquin PIQUEREZ,MF,22,URU,1998/8/24,27,185,75,439538,https://digitalhub.fifa.com/transform/327d3db2-1e08-4b63-8026-90c136c51612/PIQUEREZ-Joaquin_439538
世界杯小组赛,Group H,3,Uruguay,Juan Manuel SANABRIA,MF,25,URU,2000/3/29,26,170,65,419134,https://digitalhub.fifa.com/transform/ad89e83d-ec32-4c30-a78f-1255d03ac0ed/SANABRIA-Juan-Manuel_419134
世界杯小组赛,Group H,3,Uruguay,Rodrigo ZALAZAR,MF,26,URU,1999/8/12,26,175,70,419142,https://digitalhub.fifa.com/transform/4b33d4cb-ddc9-4183-abbb-1f848e8c14a8/ZALAZAR-Rodrigo_419142
世界杯小组赛,Group H,3,Uruguay,Darwin NUNEZ,FW,9,URU,1999/6/24,27,185,78,419126,https://digitalhub.fifa.com/transform/078805a6-5fbe-44f3-a58c-ed3837ca5665/NUNEZ-Darwin_419126
世界杯小组赛,Group H,3,Uruguay,Facundo PELLISTRI,FW,11,URU,2001/12/20,24,174,72,439956,https://digitalhub.fifa.com/transform/51b7eeb6-cac1-48cd-9ed3-4a18b34c5d90/PELLISTRI-Facundo_439956
世界杯小组赛,Group H,3,Uruguay,Brian RODRIGUEZ,FW,18,URU,2000/5/20,26,175,70,419132,https://digitalhub.fifa.com/transform/c6c94193-1372-4e11-94b5-35bcdd575e62/RODRIGUEZ-Brian_419132
世界杯小组赛,Group H,3,Uruguay,Rodrigo AGUIRRE,FW,19,URU,1994/10/1,31,182,79,332897,https://digitalhub.fifa.com/transform/eadeb58a-387f-4979-ae12-23a0296c172c/AGUIRRE-Rodrigo_332897
世界杯小组赛,Group H,3,Uruguay,Federico VINAS,FW,21,URU,1998/6/30,27,181,85,477536,https://digitalhub.fifa.com/transform/d89cb053-d9ce-4999-91da-7e9b58f2682a/VINAS-Federico_477536
世界杯小组赛,Group K,4,Uzbekistan,Utkir YUSUPOV,GK,1,UZB,1991/1/4,35,185,76,479077,https://digitalhub.fifa.com/transform/c3025d34-eb01-4b77-85bd-127f692514c8/YUSUPOV-Utkir_479077
世界杯小组赛,Group K,4,Uzbekistan,Abduvohid NEMATOV,GK,12,UZB,2001/3/20,25,182,77,479110,https://digitalhub.fifa.com/transform/1f1bfea3-5228-4270-ad8d-c1c8f08ef522/NEMATOV-Abduvohid_479110
世界杯小组赛,Group K,4,Uzbekistan,Botirali ERGASHEV,GK,16,UZB,1995/6/23,31,189,78,385472,https://digitalhub.fifa.com/transform/b358c6ce-2f88-4210-8035-4c33186ac486/ERGASHEV-Botirali_385472
世界杯小组赛,Group K,4,Uzbekistan,Abdukodir KHUSANOV,DF,2,UZB,2004/2/29,22,186,83,464924,https://digitalhub.fifa.com/transform/de1f05c2-772c-4c3c-8410-b653f3e812c9/KHUSANOV-Abdukodir_479068
世界杯小组赛,Group K,4,Uzbekistan,Khojiakbar ALIJONOV,DF,3,UZB,1997/4/19,29,180,65,479079,https://digitalhub.fifa.com/transform/d87a603d-2a55-4ffd-b51b-c7d2d65dec58/ALIJONOV-Khojiakbar_479079
世界杯小组赛,Group K,4,Uzbekistan,Farrukh SAYFIEV,DF,4,UZB,1991/1/17,35,183,70,385139,https://digitalhub.fifa.com/transform/2db8b1e8-a601-41ad-aaf5-051040c9325c/SAYFIEV-Farrukh_385139
世界杯小组赛,Group K,4,Uzbekistan,Rustam ASHURMATOV,DF,5,UZB,1996/7/7,29,186,79,371415,https://digitalhub.fifa.com/transform/8f306071-778f-4a11-bb29-76de06ba7a30/ASHURMATOV-Rustam_371415
世界杯小组赛,Group K,4,Uzbekistan,Sherzod NASRULLAEV,DF,13,UZB,1998/7/23,27,183,72,479075,https://digitalhub.fifa.com/transform/a985d3f1-344f-45c8-947c-e8e458dca32c/NASRULLAEV-Sherzod_479075
世界杯小组赛,Group K,4,Uzbekistan,Umar ESHMURODOV,DF,15,UZB,1992/11/30,33,185,72,479084,https://digitalhub.fifa.com/transform/42481984-3ded-4b43-854c-28b38e79718e/ESHMURODOV-Umar_479084
世界杯小组赛,Group K,4,Uzbekistan,Abdulla ABDULLAEV,DF,18,UZB,1997/9/1,28,181,72,479042,https://digitalhub.fifa.com/transform/f771f66d-6eb1-41ec-aa83-644325f6b8fa/ABDULLAEV-Abdulla_479042
世界杯小组赛,Group K,4,Uzbekistan,Behruzjon KARIMOV,DF,24,UZB,2007/8/7,18,172,65,475260,https://digitalhub.fifa.com/transform/0b62bdac-feaf-4b23-a22b-31a73c68a475/KARIMOV-Behruzjon_475260
世界杯小组赛,Group K,4,Uzbekistan,Avazbek ULMASALIYEV,DF,25,UZB,2000/3/27,26,187,72,518264,https://digitalhub.fifa.com/transform/6f9231dd-bc07-4ab3-a1f4-dd96ce3aa5b4/ULMASALIYEV-Avazbek_518264
世界杯小组赛,Group K,4,Uzbekistan,Jakhongir UROZOV,DF,26,UZB,2004/1/18,22,190,80,464906,https://digitalhub.fifa.com/transform/67fe075a-e8c6-4169-846b-6d436d647014/UROZOV-Jakhongir_464906
世界杯小组赛,Group K,4,Uzbekistan,Akmal MOZGOVOY,MF,6,UZB,1999/4/2,27,180,70,479106,https://digitalhub.fifa.com/transform/acea76c2-8e6c-4335-90da-062b53054ec0/MOZGOVOY-Akmal_479106
世界杯小组赛,Group K,4,Uzbekistan,Otabek Shukurov,MF,7,UZB,1996/6/22,30,183,70,371348,https://digitalhub.fifa.com/transform/eb1daf2f-c27b-45a4-a574-7ac0abd24061/SHUKUROV-Otabek_371348
世界杯小组赛,Group K,4,Uzbekistan,Jamshid ISKANDEROV,MF,8,UZB,1993/10/16,32,171,58,368545,https://digitalhub.fifa.com/transform/457a0153-becf-4cf5-ab9c-9c3be220327a/ISKANDEROV-Jamshid_368545
世界杯小组赛,Group K,4,Uzbekistan,Odiljon XAMROBEKOV,MF,9,UZB,1996/2/13,30,180,69,371345,https://digitalhub.fifa.com/transform/3653b567-3520-45f9-b757-4f13a939ef39/XAMROBEKOV-Odiljon_371345
